"GEOID"
"011030051013020"
"011030051012083"
"011030008001039"
"011030001002011"
"011030051012123"
"011030007002023"
"011030009003002"
"011030007001014"
"011030051012166"
"011030004001050"
"011030051011021"
"011030009001018"
"011030004001013"
"011030004002005"
"011030007002044"
"011030006001032"
"011030004004027"
"011030008002044"
"011030006002054"
"010730106045023"
"010730045024105"
"010730052001009"
"010730034003027"
"010730008004066"
"010730105001018"
"010730050001014"
"010730107022021"
"010730057024040"
"010730124033015"
"010730106051121"
"010730107031040"
"010730130021014"
"010730107062002"
"010730008002050"
"010730057022012"
"010730057024014"
"010730107021029"
"010730038034032"
"010730035001042"
"010730057024008"
"010730027011024"
"010730024022074"
"010730107063020"
"010730036005036"
"010730125003077"
"010730107023021"
"010730107022045"
"010730107012011"
"010730038032023"
"010730057022020"
"010730036004050"
"010730012001068"
"010730012001026"
"010730123042015"
"010730106031034"
"010730016003030"
"010730107053030"
"010730144041008"
"010730008004045"
"010730107062017"
"010730144103029"
"010730120013033"
"011030007002027"
"010730048002010"
"010730120043004"
"010730047022008"
"010730004005034"
"010730040001004"
"010730106051087"
"010730033001060"
"010730031003055"
"010730144141007"
"010730031005024"
"010730037001019"
"010730037002035"
"010730036005000"
"010730024022007"
"010730012004022"
"010730034001013"
"010730124023025"
"010730023062028"
"010730008001080"
"010730036004023"
"010730011002011"
"010730038023028"
"010730058002013"
"010730051043021"
"010730031001007"
"010730108013010"
"010730125001021"
"010730105003002"
"010730012003028"
"010730005003018"
"010730035003077"
"010730144082008"
"010730107051005"
"010730049022041"
"010730024022062"
"010830211011132"
"010730107032001"
"010730011002016"
"010730058001005"
"010730029003069"
"010730042002032"
"010730016001012"
"010730008003028"
"010730055002001"
"010730004005042"
"010730004002026"
"010730027022008"
"010730051032038"
"010730029003058"
"010730051031018"
"010730035001054"
"010730011004014"
"010730108022039"
"010730120041005"
"010730106031005"
"011170306162031"
"010730052004020"
"010730029003022"
"010730057013028"
"010730106051081"
"010730144143044"
"011170303452079"
"011170303401003"
"010030115012030"
"010970061062002"
"010890028011002"
"010890025012001"
"010890025011012"
"010890014032009"
"010030115011044"
"010030115032059"
"010970061043026"
"010970034021001"
"010890031001047"
"010030115011032"
"011030006001037"
"011030051012148"
"010890107063017"
"011190114002053"
"010890107032004"
"010890006021012"
"010890111001053"
"011250114023012"
"011250117033030"
"011250125011061"
"011250116003016"
"011250103023155"
"010890111001023"
"010890106271030"
"010890108021019"
"011170303171011"
"011170303063047"
"010030115011038"
"011250125042036"
"010970061062005"
"011250124082014"
"010890109031003"
"010890106261042"
"010890023001001"
"011250104041025"
"011170303502013"
"010730055001050"
"010730045023038"
"011170303171013"
"011250118001000"
"011250104032019"
"011250123052012"
"010970063071015"
"010890022002006"
"010890009014010"
"010970034083006"
"010970061044039"
"010970063072004"
"011250123042010"
"010890006011009"
"010890107052021"
"010890111001122"
"010890028011023"
"010970061061034"
"010970061071021"
"011170303511006"
"011250114012002"
"011250127003012"
"011250114012012"
"011250107042026"
"011250124081009"
"011250123051008"
"011250119022005"
"011250127003004"
"010970061031044"
"010970061072024"
"010030115043042"
"010890004031030"
"010730120043035"
"010730051042004"
"010970054003024"
"010030115032004"
"010030110002015"
"010730030011008"
"010730014003040"
"010730016002042"
"011250125052016"
"010970061022051"
"010730037003022"
"010730037003000"
"010730033002005"
"010890106271031"
"011250108021040"
"011250117033014"
"011170303411008"
"010890106271026"
"010730008003019"
"010030114112008"
"010890014011032"
"010030115011073"
"010970034103017"
"010970061021038"
"010799796002034"
"011170303451024"
"011170306161019"
"010730047021002"
"011170306152016"
"011250120022039"
"010030110002098"
"011250125051024"
"011250104042036"
"010890003021013"
"010890026001027"
"010890002033013"
"010890004031009"
"010890108022052"
"010730008004098"
"010890108012008"
"010890009011008"
"010890031001054"
"010890106272015"
"010890004033007"
"010890108013009"
"010890009014006"
"010799791001050"
"010890107042020"
"010890106262000"
"010890005022011"
"010970061022016"
"010890017002018"
"010890019011024"
"010890108021005"
"010890106272007"
"010890009013024"
"010970061071047"
"010970063071008"
"011010060003031"
"010730027011000"
"011250121022011"
"011250123063020"
"011250125011103"
"011250103023105"
"011250124041041"
"011250103041047"
"010890010002088"
"010890010002092"
"010890002031022"
"010890111001118"
"010890005012011"
"010890023003018"
"010890009022017"
"010890021002030"
"010890030002035"
"010890002033025"
"010730014003015"
"010730107051044"
"010730106051023"
"011170303361006"
"011170306072003"
"010030115013022"
"010030115011126"
"010730005004009"
"010730007002006"
"011250104061013"
"011250104063035"
"011250120011019"
"011250123063002"
"011250104042004"
"011250104043025"
"011250103023080"
"011250103023123"
"011250118002037"
"011250112002007"
"010890004033049"
"011250104062017"
"010970061043015"
"010970061071076"
"010730131003005"
"010730107022027"
"010730144041001"
"010730034002006"
"011250103041015"
"010730106043028"
"010730107023014"
"010730131002047"
"010730005004027"
"010730033002064"
"010730007001004"
"011010059043020"
"010730027022058"
"010730038031002"
"010730040003006"
"010730057013014"
"010730049022008"
"010730055002029"
"011250116003046"
"011250123042011"
"011250123061013"
"010970054003022"
"010970055002014"
"010730004005025"
"011030051012162"
"011030010002004"
"011030006001012"
"011030004003004"
"011030001005016"
"011030007003011"
"011030008001017"
"011030051014009"
"011030006001040"
"011030008001003"
"011030004002060"
"011030006001004"
"010730107061033"
"011030001002014"
"011030004001028"
"010730144141006"
"010730038034042"
"010730033002075"
"010730106042032"
"010730132003013"
"010730038023017"
"010730027012056"
"010730024011086"
"010730047011001"
"010730047014009"
"010730047011014"
"010730049012013"
"010730057012033"
"010730107062016"
"010730042001036"
"010730124033037"
"010730039001069"
"010730011003006"
"010730008002026"
"010730008003058"
"010730107021018"
"010730130022001"
"010730012004054"
"010730016004000"
"010730004004006"
"010730120012053"
"010730107063004"
"010730035003028"
"010730134004004"
"010730106043018"
"010730027011026"
"010730120011016"
"010730031004018"
"010730011002013"
"010730057021004"
"010730057011005"
"010730035001019"
"010730107042025"
"010730106045043"
"010730125001007"
"010730124033020"
"010730048001016"
"010730125002020"
"010730124023017"
"010730144152005"
"010730049011018"
"011030007002031"
"011030004002008"
"010730024011052"
"010730038031003"
"010730035003034"
"010730014001053"
"010730144083010"
"010730008004113"
"010730040001022"
"010730040001050"
"010730016002052"
"010730037001007"
"010730057012005"
"010730036004046"
"010730040005014"
"010730011004006"
"010730033002069"
"010730144081007"
"010730143042013"
"010730014003012"
"010730008001086"
"010730008004059"
"010730037004050"
"010730036004008"
"010730011005025"
"010730131002030"
"010730031001011"
"010730033001068"
"010730004005036"
"010830211011110"
"010730012004069"
"010730125001042"
"010730035003075"
"010730029003050"
"010730057024010"
"010730144041033"
"010730132003018"
"010730058003003"
"010730051044000"
"010730048001015"
"010730033001082"
"010730016001015"
"010730055001047"
"010730037004028"
"010730034004002"
"010730049022012"
"011030007001056"
"010730057024003"
"010730042001001"
"010730051031035"
"010730121032077"
"010730027012051"
"011170306162017"
"011030001001008"
"010730123062000"
"010730012004014"
"010730034001076"
"010730035001022"
"010730035003073"
"010730106042014"
"010730027022043"
"010730038021001"
"010730057013023"
"010730131003016"
"010730129131004"
"010730107031007"
"010730024014022"
"011170306162014"
"011170303451042"
"011170303192000"
"011170303062006"
"010730136011002"
"010030115012035"
"010030115042027"
"010970061062016"
"010890108021024"
"010030116012045"
"010030115032056"
"011030051011007"
"011030009002002"
"011030009002019"
"010970063072017"
"010970061062009"
"010970061031015"
"010970049004010"
"010970049004011"
"010970061071054"
"010030116012029"
"010030115013014"
"010970061071001"
"010970063051039"
"010890107051002"
"011030006002034"
"011030004003039"
"010890002032019"
"011250104063009"
"011250114022007"
"011250121021000"
"011250126001007"
"011250103023153"
"010890021001019"
"011170303363008"
"011250112001024"
"010890106261011"
"010890023004000"
"010970063072024"
"010890013012016"
"010890022001016"
"010890031002000"
"011170303402019"
"011170303192004"
"010730039001058"
"010730039001077"
"010730144143035"
"010730042002015"
"011250118004025"
"011250114024009"
"011250123052026"
"011250104052032"
"011250116002009"
"011170303512039"
"011170303511017"
"011170303451001"
"011170303162001"
"010890022002010"
"010890021003012"
"010890106271014"
"010970061033005"
"010890007013020"
"011250102062050"
"010890030001034"
"010890015001010"
"010890012001019"
"011250116003125"
"010890019011003"
"010890003022013"
"010890015003027"
"010890027011028"
"010890009011028"
"010890108011024"
"010970034081009"
"011170303173007"
"011250123043004"
"011250112002052"
"011250123071008"
"011250124082013"
"011250117033009"
"011170303512045"
"010030114112019"
"011250112001013"
"011250125011102"
"011250114012030"
"011250103023081"
"011250105001034"
"010970034103007"
"010890111002025"
"010890019012010"
"010730107053004"
"010730107061075"
"010730051031004"
"010970063071057"
"010970054003013"
"010970063051015"
"010030115033020"
"010730036004039"
"010730131004041"
"010730042002030"
"011170303163041"
"011170303522032"
"011250123063021"
"011250125051041"
"011250108041043"
"010970061022040"
"011170306153028"
"011170303153035"
"011250125011125"
"010730012004062"
"010730012003035"
"010890111001045"
"010890017002006"
"010890107062009"
"011250119022015"
"010890109052009"
"010730031003044"
"010890014032023"
"010890004033011"
"010890004033044"
"011250103023126"
"011170303522037"
"011170303201000"
"010730107061037"
"011250123052039"
"010970034081000"
"010970034102003"
"010970034081007"
"010730033001008"
"010730125002080"
"010890013012010"
"010890106252048"
"010890013021021"
"010890109053005"
"010890002031023"
"011170303151029"
"010890031003029"
"010890019011038"
"010890026003010"
"010890026003025"
"011250103023000"
"010799791002079"
"010890108023058"
"010890004032030"
"010890111002002"
"010890108023040"
"010890031002020"
"010890111001027"
"010890010002060"
"010730129132000"
"010890010002001"
"010890014032033"
"010890003011027"
"010030115043022"
"010890108023041"
"010890007013004"
"010890010002021"
"010890019011019"
"010890019011007"
"010890010002048"
"010890003011028"
"010890108022021"
"010890004033021"
"010890019031014"
"010970057011008"
"010730107011015"
"010730107053034"
"010730125002076"
"010730107024024"
"010730144082011"
"011250128002001"
"011250107051003"
"010890021002019"
"010890004031021"
"010890013011005"
"010890003013018"
"010730024022047"
"010730134001001"
"010030115043017"
"010030115042042"
"010030110002030"
"010030114112028"
"010730035003085"
"010730142082007"
"010730139011120"
"010730134002037"
"010730038034004"
"011250104042029"
"011250114011009"
"011250105001018"
"011250125041017"
"011250124041005"
"010890026002004"
"010890026002002"
"010890108012020"
"010890106263024"
"010890010002002"
"010890003011014"
"011170303142007"
"011170303502052"
"010730014001041"
"010730109002068"
"010730057023003"
"010730125003116"
"010730038034024"
"010730036003017"
"010890102001036"
"010890106311006"
"010890010001067"
"010890102002010"
"011250102061018"
"010730055002069"
"010730042002014"
"010730008002033"
"010730047022018"
"010730048001013"
"010730033002109"
"010730057024002"
"010730012003000"
"010730038023052"
"010730016001020"
"010730142081000"
"010730039001066"
"011250116003043"
"011250121011001"
"011250123042020"
"010970055002018"
"010730144143007"
"010730038023025"
"010730106041034"
"010730030024027"
"011030051011020"
"011030004001051"
"011030009004017"
"011030051012155"
"011030051063030"
"011030003002017"
"011030008002008"
"011030004004062"
"011030010002010"
"011030008001044"
"011030010001023"
"011030008002041"
"010730107053028"
"011030007002041"
"010730144152015"
"010730038034029"
"010730058001011"
"010730024011074"
"010730024011062"
"010730049011025"
"010730047011007"
"010730045024056"
"010730042001074"
"010730124031105"
"010730139011018"
"010730011001009"
"010730007001034"
"010730144102021"
"010730120014007"
"010730124012015"
"010730124023062"
"010730038023006"
"010730107042032"
"010730107052009"
"010730107042012"
"010730014001024"
